date,gold_usd,silver_usd,lly_usd,wmt_usd,vrt_usd,ccj_usd,avgo_usd,jnj_usd,usdsek,gold_sek,silver_sek,gold_ret,silver_ret,lly_ret,wmt_ret,vrt_ret,ccj_ret,avgo_ret,jnj_ret,portfolio_ret
2018-11-14,1207.9000,14.0550,109.8100,33.8433,,11.3500,22.6200,144.2500,9.0387,10917.85,127.04,0.7255,0.7383,-2.2956,-1.3697,,-2.8253,0.6094,-0.2972,-0.6001
2018-11-15,1212.8000,14.2370,112.2000,33.1800,,11.8800,23.6340,144.5000,9.0827,11015.47,129.31,0.4057,1.2949,2.1765,-1.9600,,4.6696,4.4828,0.1733,1.2713
2018-11-16,1220.8000,14.3580,113.8300,32.5633,,11.9200,23.7610,145.9900,9.0643,11065.70,130.15,0.6596,0.8499,1.4528,-1.8586,,0.3367,0.5374,1.0311,0.3699
2018-11-19,1223.1000,14.3810,115.8100,32.2600,,12.2400,22.9130,147.7300,9.0030,11011.57,129.47,0.1884,0.1602,1.7394,-0.9315,,2.6846,-3.5689,1.1919,0.2256
2018-11-20,1219.0000,14.2470,114.7200,31.3867,,11.8200,22.7710,146.4500,8.9978,10968.32,128.19,-0.3352,-0.9318,-0.9412,-2.7072,,-3.4314,-0.6197,-0.8664,-1.3057
2018-11-21,1225.8000,14.4800,112.2300,31.3900,,11.9100,23.0000,141.9900,9.0954,11149.13,131.70,0.5578,1.6354,-2.1705,0.0106,,0.7614,1.0057,-3.0454,-0.0412
2018-11-22,,,,,,,,,9.0303,,,,,,,,,,,
2018-11-23,1221.0000,14.2210,112.8700,31.7000,,11.6600,22.9900,142.2300,9.0392,11036.81,128.55,-0.3916,-1.7887,0.5703,0.9876,,-2.0991,-0.0435,0.1690,-0.2742
2018-11-26,1220.2000,14.1830,112.3800,31.7167,,11.7800,23.5310,141.3700,9.0888,11090.13,128.91,-0.0655,-0.2672,-0.4341,0.0526,,1.0292,2.3532,-0.6047,0.1979
2018-11-27,1211.2000,14.0620,114.2200,31.6800,,11.5500,23.5830,143.2200,9.0872,11006.39,127.78,-0.7376,-0.8531,1.6373,-0.1156,,-1.9525,0.2210,1.3086,-0.1537
2018-11-28,1221.4000,14.3030,115.5300,32.4867,,12.1600,23.5220,146.4400,9.0995,11114.13,130.15,0.8421,1.7138,1.1469,2.5463,,5.2814,-0.2587,2.2483,1.7507
2018-11-29,1224.1000,14.2730,117.0000,32.4300,,11.9300,23.5780,145.8500,9.0325,11056.66,128.92,0.2211,-0.2098,1.2724,-0.1744,,-1.8914,0.2381,-0.4029,0.0079
2018-11-30,1220.2000,14.0940,118.6400,32.5500,,11.8800,23.7410,146.9000,9.0640,11059.89,127.75,-0.3186,-1.2541,1.4017,0.3700,,-0.4191,0.6913,0.7199,0.1380
2018-12-03,1233.9000,14.3810,118.5200,32.9167,,12.1300,24.2070,146.2100,9.0655,11185.92,130.37,1.1228,2.0363,-0.1011,1.1265,,2.1044,1.9629,-0.4697,1.1078
2018-12-04,1241.1000,14.5210,116.5200,31.9367,,11.8800,23.2040,146.0300,9.0117,11184.38,130.86,0.5835,0.9735,-1.6875,-2.9772,,-2.0610,-4.1434,-0.1231,-1.1587
2018-12-05,,,,,,,,,9.0190,,,,,,,,,,,
2018-12-06,1238.1000,14.3900,115.8400,31.5900,,11.7800,22.7240,145.9100,8.9724,11108.73,129.11,-0.2417,-0.9021,-0.5836,-1.0855,,-0.8418,-2.0686,-0.0822,-0.7514
2018-12-07,1246.8000,14.5720,113.5800,31.0633,,11.5100,22.8560,145.4300,8.9874,11205.47,130.96,0.7027,1.2648,-1.9510,-1.6672,,-2.2920,0.5809,-0.3290,-0.4858
2018-12-10,1243.7000,14.4780,114.0900,31.3133,,11.6900,23.9250,145.2600,9.0389,11241.68,130.87,-0.2486,-0.6451,0.4490,0.8048,,1.5639,4.6771,-0.1169,0.7019
2018-12-11,1241.9000,14.4990,114.5000,31.2833,,11.6700,24.6840,146.5000,9.0869,11285.02,131.75,-0.1447,0.1450,0.3594,-0.0958,,-0.1711,3.1724,0.8536,0.3750
2018-12-12,1244.4000,14.7250,114.3400,31.0367,,12.0300,25.4980,147.1000,9.0842,11304.42,133.77,0.2013,1.5587,-0.1397,-0.7885,,3.0848,3.2977,0.4096,0.7742
2018-12-13,1242.7000,14.7290,114.8600,30.9867,,12.0300,25.8300,147.8400,9.0857,11290.80,133.82,-0.1366,0.0272,0.4548,-0.1611,,0.0000,1.3021,0.5031,0.1778
2018-12-14,1237.0000,14.5130,111.9300,30.6167,,11.9600,25.4830,133.0000,9.0545,11200.45,131.41,-0.4587,-1.4665,-2.5509,-1.1941,,-0.5819,-1.3434,-10.0379,-1.7827
2018-12-17,1247.4000,14.6390,108.3600,30.2567,,11.4200,25.4130,129.1400,9.0589,11300.07,132.61,0.8407,0.8682,-3.1895,-1.1758,,-4.5150,-0.2747,-2.9023,-1.1202
2018-12-18,1249.2000,14.5850,106.5000,30.3600,,11.3800,24.9670,130.4200,9.0550,11311.53,132.07,0.1443,-0.3689,-1.7165,0.3415,,-0.3503,-1.7550,0.9912,-0.3784
2018-12-19,1252.1000,14.7020,109.1100,30.1833,,11.0300,24.3890,127.6100,9.0561,11339.19,133.14,0.2322,0.8022,2.4507,-0.5819,,-3.0756,-2.3151,-2.1546,-0.2518
2018-12-20,1263.6000,14.7530,109.2900,29.0933,,10.9100,24.1890,128.2700,9.0882,11483.90,134.08,0.9185,0.3469,0.1650,-3.6113,,-1.0879,-0.8200,0.5172,-0.4491
2018-12-21,1253.8000,14.5830,109.4200,29.0433,,10.8000,24.4910,128.0900,8.9661,11241.73,130.75,-0.7756,-1.1523,0.1189,-0.1719,,-1.0082,1.2485,-0.1403,-0.3488
2018-12-24,1267.5000,14.7010,106.7500,28.6067,,10.7500,23.3800,122.8400,9.0412,11459.71,132.91,1.0927,0.8092,-2.4401,-1.5035,,-0.4630,-4.5364,-4.0987,-1.0422
2018-12-25,,,,,,,,,9.0481,,,,,,,,,,,
2018-12-26,1269.2000,15.0040,111.0900,30.1367,,11.3200,24.8140,126.7100,9.0544,11491.83,135.85,0.1341,2.0611,4.0656,5.3484,,5.3023,6.1334,3.1504,3.2478
2018-12-27,1277.3000,15.1910,112.8900,30.5300,,11.1000,25.0850,127.4100,9.0910,11611.95,138.10,0.6382,1.2463,1.6203,1.3052,,-1.9435,1.0921,0.5524,0.7334
2018-12-28,1279.9000,15.3260,114.2000,30.7100,,11.1500,25.3590,127.2700,9.0144,11537.57,138.16,0.2036,0.8887,1.1604,0.5896,,0.4504,1.0923,-0.1099,0.5989
2018-12-31,1278.3000,15.4330,115.7200,31.0500,,11.3500,25.4280,129.0500,8.9801,11479.26,138.59,-0.1250,0.6982,1.3310,1.1071,,1.7937,0.2721,1.3986,0.7690
2019-01-01,,,,,,,,,8.8369,,,,,,,,,,,
2019-01-02,1281.0000,15.5420,114.8800,31.1133,,11.3900,25.3510,127.7500,8.8635,11354.14,137.76,0.2112,0.7063,-0.7259,0.2040,,0.3524,-0.3028,-1.0074,-0.0081
2019-01-03,1291.8000,15.7060,111.3100,30.9533,,11.2900,23.0960,125.7200,9.0380,11675.29,141.95,0.8431,1.0552,-3.1076,-0.5142,,-0.8780,-8.8951,-1.5890,-1.3452
2019-01-04,1282.7000,15.6950,114.6600,31.1467,,11.5700,23.3230,127.8300,9.0014,11546.10,141.28,-0.7045,-0.0700,3.0096,0.6246,,2.4801,0.9829,1.6783,0.8880
2019-01-07,1286.8000,15.6690,115.2800,31.5133,,11.7100,23.7980,127.0100,8.9536,11521.49,140.29,0.3196,-0.1657,0.5407,1.1772,,1.2100,2.0366,-0.6415,0.6521
2019-01-08,1283.2000,15.6260,116.3400,31.7333,,12.0100,23.6070,129.9600,8.8919,11410.15,138.95,-0.2798,-0.2744,0.9195,0.6981,,2.5619,-0.8026,2.3227,0.5206
2019-01-09,1289.3000,15.6530,117.2100,31.6300,,12.2100,24.6280,128.9300,8.9087,11485.99,139.45,0.4754,0.1728,0.7478,-0.3256,,1.6653,4.3250,-0.7926,0.7863
2019-01-10,1284.7000,15.5610,115.9400,31.6533,,12.2800,24.9520,129.7100,8.8632,11386.57,137.92,-0.3568,-0.5877,-1.0835,0.0738,,0.5733,1.3156,0.6050,-0.0971
2019-01-11,1287.1000,15.5770,116.1800,31.6133,,12.1200,25.0570,129.7500,8.8954,11449.27,138.56,0.1868,0.1028,0.2070,-0.1264,,-1.3029,0.4208,0.0308,-0.0239
2019-01-14,1289.1000,15.6090,114.6800,31.6500,,12.1200,25.0870,128.2800,8.9386,11522.74,139.52,0.1554,0.2054,-1.2911,0.1160,,0.0000,0.1197,-1.1329,-0.1934
2019-01-15,1286.2000,15.5460,117.0900,32.0833,,12.4100,25.6490,129.3600,8.9430,11502.49,139.03,-0.2250,-0.4036,2.1015,1.3691,,2.3927,2.2402,0.8419,1.0171
2019-01-16,1291.6000,15.5640,116.8000,32.1167,,12.4000,25.1700,128.0400,8.9628,11576.35,139.50,0.4198,0.1158,-0.2477,0.1039,,-0.0806,-1.8675,-1.0204,-0.1582
2019-01-17,1291.0000,15.4670,119.1600,32.2467,,11.8300,25.5330,129.0900,8.9895,11605.44,139.04,-0.0465,-0.6232,2.0205,0.4048,,-4.5968,1.4422,0.8201,0.0102
2019-01-18,1281.3000,15.3300,116.5900,32.5767,,11.8600,26.0820,130.6900,9.0142,11549.92,138.19,-0.7514,-0.8858,-2.1568,1.0234,,0.2536,2.1502,1.2395,-0.1702
2019-01-21,,,,,,,,,9.0257,,,,,,,,,,,
2019-01-22,1282.5000,15.2590,117.0900,32.4967,,11.5700,25.8290,128.8000,9.0127,11558.76,137.52,0.0937,-0.4631,0.4289,-0.2456,,-2.4452,-0.9700,-1.4462,-0.4600
2019-01-23,1283.1000,15.3170,118.7900,32.9033,,11.5000,25.7520,128.8000,9.0203,11573.95,138.16,0.0468,0.3801,1.4519,1.2514,,-0.6050,-0.2981,0.0000,0.4087
2019-01-24,1279.1000,15.2380,114.9900,32.7867,,11.6600,26.3550,127.0300,9.0113,11526.35,137.31,-0.3117,-0.5158,-3.1989,-0.3546,,1.3913,2.3416,-1.3742,-0.4390
2019-01-25,1297.4000,15.6390,114.9700,32.3133,,12.1100,26.7940,128.2300,9.0679,11764.68,141.81,1.4307,2.6316,-0.0174,-1.4437,,3.8593,1.6657,0.9447,1.1047
2019-01-28,1302.4000,15.7090,115.0300,32.3533,,12.0500,26.7620,128.9900,9.0414,11775.58,142.03,0.3854,0.4476,0.0522,0.1238,,-0.4955,-0.1194,0.5927,0.1586
2019-01-29,1308.2000,15.7860,115.7100,32.2367,,12.3300,26.6320,130.3300,9.0498,11838.95,142.86,0.4453,0.4902,0.5912,-0.3606,,2.3236,-0.4858,1.0388,0.4955
2019-01-30,1309.9000,15.8800,116.9400,31.6000,,12.0400,27.0820,131.6400,9.0637,11872.59,143.93,0.1300,0.5955,1.0630,-1.9750,,-2.3520,1.6897,1.0051,-0.0751
2019-01-31,1319.7000,16.0220,119.8600,31.9433,,12.1200,26.8250,133.0800,9.0320,11919.53,144.71,0.7481,0.8942,2.4970,1.0865,,0.6645,-0.9490,1.0939,0.9563
2019-02-01,1316.9000,15.8800,120.8900,31.2867,,12.1100,26.6810,134.2000,9.0430,11908.71,143.60,-0.2122,-0.8863,0.8593,-2.0557,,-0.0825,-0.5368,0.8416,-0.3636
2019-02-04,1314.3000,15.8370,120.1700,31.5900,,12.7800,27.2120,132.8800,9.0559,11902.17,143.42,-0.1974,-0.2708,-0.5956,0.9695,,5.5326,1.9902,-0.9836,0.7256
2019-02-05,1314.2000,15.7900,120.4300,31.8667,,12.9400,27.0000,132.8800,9.1068,11968.17,143.80,-0.0076,-0.2968,0.2164,0.8758,,1.2520,-0.7791,0.0000,0.2081
2019-02-06,1309.5000,15.6560,119.2700,31.8800,,12.6900,27.6210,133.0000,9.1099,11929.41,142.62,-0.3576,-0.8486,-0.9632,0.0418,,-1.9320,2.3000,0.0903,-0.3258
2019-02-07,1309.4000,15.6750,117.5000,32.2433,,12.6900,26.9090,132.0500,9.1986,12044.63,144.19,-0.0076,0.1214,-1.4840,1.1397,,0.0000,-2.5777,-0.7143,-0.3514
2019-02-08,1313.7000,15.7730,119.6000,31.8600,,12.3400,27.4060,132.4000,9.2600,12164.82,146.06,0.3284,0.6252,1.7872,-1.1889,,-2.7581,1.8470,0.2650,0.1563
2019-02-11,1307.0000,15.6570,118.0100,32.0667,,12.3200,27.5720,132.0000,9.2707,12116.83,145.15,-0.5100,-0.7354,-1.3294,0.6487,,-0.1621,0.6057,-0.3021,-0.3144
2019-02-12,1309.2000,15.6600,119.4900,32.3233,,12.1200,27.9390,134.1600,9.3036,12180.34,145.70,0.1683,0.0192,1.2541,0.8004,,-1.6234,1.3311,1.6364,0.4531
2019-02-13,1310.8000,15.6240,119.6500,32.6467,,12.1600,28.1320,134.4500,9.2525,12128.20,144.56,0.1222,-0.2299,0.1339,1.0003,,0.3300,0.6908,0.2162,0.3176
2019-02-14,1309.8000,15.5000,120.7500,32.8400,,12.1700,28.1500,134.3100,9.2665,12137.26,143.63,-0.0763,-0.7936,0.9193,0.5922,,0.0822,0.0640,-0.1041,0.1511
2019-02-15,1318.1000,15.7230,122.4800,33.3300,,12.3100,28.1930,136.3800,9.2900,12245.21,146.07,0.6337,1.4387,1.4327,1.4921,,1.1504,0.1528,1.5412,1.0692
2019-02-18,,,,,,,,,9.2705,,,,,,,,,,,
2019-02-19,1340.1000,15.9470,122.1300,34.0667,,11.8500,28.1660,135.6900,9.2506,12396.73,147.52,1.6691,1.4247,-0.2858,2.2102,,-3.7368,-0.0958,-0.5059,0.4842
2019-02-20,1343.3000,16.1570,122.6600,33.2933,,12.0300,28.3420,136.3500,9.3096,12505.63,150.42,0.2388,1.3169,0.4340,-2.2701,,1.5190,0.6249,0.4864,0.1703
2019-02-21,1323.5000,15.7910,122.7200,33.1300,,12.0800,28.0940,135.4200,9.3037,12313.45,146.91,-1.4740,-2.2653,0.0489,-0.4906,,0.4156,-0.8750,-0.6821,-0.8215
2019-02-22,1329.2000,15.9080,124.0000,33.1833,,12.2500,27.6500,136.6000,9.3652,12448.28,148.98,0.4307,0.7409,1.0430,0.1610,,1.4073,-1.5804,0.8714,0.4590
2019-02-25,1325.9000,15.8250,123.8900,33.0400,,12.1300,27.8600,136.2000,9.3272,12366.93,147.60,-0.2483,-0.5218,-0.0887,-0.4319,,-0.9796,0.7595,-0.2928,-0.2661
2019-02-26,1325.1000,15.8270,124.6700,32.8967,,11.9500,27.5000,136.1100,9.3063,12331.79,147.29,-0.0603,0.0126,0.6296,-0.4338,,-1.4839,-1.2922,-0.0661,-0.2812
2019-02-27,1317.7000,15.6720,125.6800,32.7033,,11.8700,27.1490,135.8700,9.2766,12223.83,145.38,-0.5585,-0.9793,0.8101,-0.5877,,-0.6695,-1.2764,-0.1763,-0.4406
2019-02-28,1312.8000,15.5380,126.2900,32.9967,,11.5900,27.5360,136.6400,9.2635,12161.16,143.94,-0.3719,-0.8550,0.4854,0.8969,,-2.3589,1.4255,0.5667,-0.0497
2019-03-01,1296.4000,15.1690,128.8400,32.6433,,11.5300,27.2750,138.3500,9.2355,11972.90,140.09,-1.2492,-2.3748,2.0192,-1.0708,,-0.5177,-0.9478,1.2515,-0.5217
2019-03-04,1284.8000,15.0170,127.4600,32.6167,,11.5000,27.4890,138.4800,9.2538,11889.31,138.96,-0.8948,-1.0020,-1.0711,-0.0817,,-0.2602,0.7846,0.0940,-0.4962
2019-03-05,1282.0000,15.0200,128.4900,32.7800,,11.6000,27.7010,138.7700,9.3443,11979.43,140.35,-0.2179,0.0200,0.8081,0.5008,,0.8696,0.7712,0.2094,0.3475
2019-03-06,1284.9000,15.0030,126.6800,32.7533,,11.7200,27.1350,139.0900,9.3062,11957.57,139.62,0.2262,-0.1132,-1.4087,-0.0813,,1.0345,-2.0432,0.2306,-0.2721
2019-03-07,1283.8000,14.9600,126.3400,32.4833,,11.5900,26.5510,138.2400,9.2892,11925.53,138.97,-0.0856,-0.2866,-0.2684,-0.8243,,-1.1092,-2.1522,-0.6111,-0.6170
2019-03-08,1297.0000,15.2720,126.7000,32.5300,,11.6600,26.4190,138.0600,9.4497,12256.26,144.32,1.0282,2.0856,0.2849,0.1437,,0.6040,-0.4972,-0.1302,0.5975
2019-03-11,1288.8000,15.1970,123.5000,32.8267,,11.8800,26.9060,138.5600,9.4203,12140.88,143.16,-0.6322,-0.4911,-2.5256,0.9120,,1.8868,1.8434,0.3622,-0.0810
2019-03-12,1296.3000,15.3380,123.5000,32.7900,,11.9000,26.9630,139.1800,9.3654,12140.37,143.65,0.5819,0.9278,0.0000,-0.1117,,0.1683,0.2118,0.4475,0.3158
2019-03-13,1307.5000,15.3810,124.3100,33.0100,,12.0000,27.1210,139.4100,9.3633,12242.52,144.02,0.8640,0.2803,0.6559,0.6709,,0.8403,0.5860,0.1653,0.6553
2019-03-14,1293.4000,15.1010,123.0800,32.7400,,12.2200,26.8200,138.0200,9.2921,12018.43,140.32,-1.0784,-1.8204,-0.9895,-0.8179,,1.8333,-1.1098,-0.9971,-0.7768
2019-03-15,1301.8000,15.2530,123.9400,32.8067,,12.4200,29.0290,137.6000,9.3005,12107.37,141.86,0.6495,1.0066,0.6987,0.2036,,1.6367,8.2364,-0.3043,1.4278
2019-03-18,1300.3000,15.2510,125.2400,33.2200,,12.3000,29.3840,137.1700,9.2379,12012.04,140.89,-0.1152,-0.0131,1.0489,1.2599,,-0.9662,1.2229,-0.3125,0.3454
2019-03-19,1305.0000,15.3010,126.5900,33.2833,,12.2200,29.9310,138.4400,9.2253,12039.02,141.16,0.3615,0.3278,1.0779,0.1906,,-0.6504,1.8616,0.9259,0.5239
2019-03-20,1300.5000,15.2450,128.1600,32.8800,,12.1700,29.1030,137.2900,9.1981,11962.13,140.23,-0.3448,-0.3660,1.2402,-1.2118,,-0.4092,-2.7664,-0.8307,-0.5092
2019-03-21,1306.1000,15.3720,128.3100,33.0200,,12.1100,29.6800,138.1000,9.1234,11916.07,140.24,0.4306,0.8331,0.1170,0.4258,,-0.4930,1.9826,0.5900,0.4855
2019-03-22,1311.6000,15.3450,128.3000,32.7600,,11.8100,29.2650,136.9100,9.1682,12025.01,140.69,0.4211,-0.1756,-0.0078,-0.7874,,-2.4773,-1.3983,-0.8617,-0.5076
2019-03-25,1321.9000,15.5070,129.8700,32.7233,,11.8500,29.2160,136.6100,9.2632,12245.02,143.64,0.7853,1.0557,1.2237,-0.1119,,0.3387,-0.1674,-0.2191,0.5270
2019-03-26,1314.3000,15.3710,131.0200,32.7733,,11.9200,29.7030,138.5700,9.2349,12137.43,141.95,-0.5749,-0.8770,0.8855,0.1528,,0.5907,1.6669,1.4347,0.2439
2019-03-27,1309.9000,15.2390,128.7700,32.4033,,11.8800,29.5970,138.7000,9.2337,12095.22,140.71,-0.3348,-0.8588,-1.7173,-1.1290,,-0.3356,-0.3569,0.0938,-0.7295
2019-03-28,1289.8000,14.9210,128.9500,32.3767,,11.9100,29.9070,138.8800,9.2706,11957.22,138.33,-1.5345,-2.0868,0.1398,-0.0823,,0.2525,1.0474,0.1298,-0.5071
2019-03-29,1293.0000,15.0600,129.7600,32.5100,,11.7900,30.0710,139.7900,9.2855,12006.15,139.84,0.2481,0.9316,0.6281,0.4118,,-1.0076,0.5484,0.6552,0.3323
2019-04-01,1288.4000,15.0510,129.0500,32.6067,,11.8500,30.5790,138.9800,9.2849,11962.67,139.75,-0.3558,-0.0598,-0.5472,0.2973,,0.5089,1.6893,-0.5794,0.0398
2019-04-02,1290.0000,15.0180,129.3200,32.3133,,11.7000,30.3050,137.7100,9.3235,12027.31,140.02,0.1242,-0.2193,0.2092,-0.8996,,-1.2658,-0.8960,-0.9138,-0.3961
2019-04-03,1289.9000,15.0590,127.0500,32.3967,,11.5800,30.4200,137.1700,9.2598,11944.22,139.44,-0.0078,0.2730,-1.7553,0.2579,,-1.0256,0.3795,-0.3921,-0.3235
2019-04-04,1289.0000,15.0410,125.6100,32.7033,,11.5700,30.2000,135.5700,9.2819,11964.42,139.61,-0.0698,-0.1195,-1.1334,0.9466,,-0.0864,-0.7232,-1.1664,-0.2235
2019-04-05,1290.4000,15.0430,126.9900,32.9433,,11.6300,30.4280,136.1800,,,,0.1086,0.0133,1.0986,0.7339,,0.5186,0.7550,0.4499,0.5002
2019-04-08,1297.1000,15.1730,127.1600,33.0767,,11.8500,30.4480,136.1400,9.2667,12019.80,140.60,0.5192,0.8642,0.1339,0.4047,,1.8917,0.0657,-0.0294,0.5448
2019-04-09,1303.5000,15.1680,127.2400,32.8967,,11.8500,30.3450,135.5700,9.2493,12056.46,140.29,0.4934,-0.0330,0.0629,-0.5442,,0.0000,-0.3383,-0.4187,-0.0086
2019-04-10,1309.1000,15.2010,127.1900,33.2000,,11.8700,30.7510,135.5800,9.2574,12118.86,140.72,0.4296,0.2176,-0.0393,0.9221,,0.1688,1.3379,0.0074,0.4437
2019-04-11,1288.6000,14.8240,125.1500,33.6000,,11.9600,30.9410,135.2100,9.2823,11961.17,137.60,-1.5660,-2.4801,-1.6039,1.2048,,0.7582,0.6179,-0.2729,-0.6492
2019-04-12,1290.6000,14.9200,123.0600,33.8533,,11.7700,31.7030,135.9800,,,,0.1552,0.6476,-1.6700,0.7540,,-1.5886,2.4627,0.5695,0.0701
2019-04-15,1286.8000,14.9480,124.0800,34.1433,,11.6700,31.6400,136.5200,9.2638,11920.66,138.48,-0.2944,0.1877,0.8289,0.8566,,-0.8496,-0.1987,0.3971,0.1322
2019-04-16,1272.6000,14.8910,119.9600,34.3100,,11.6200,31.8500,138.0200,9.2566,11779.95,137.84,-1.1035,-0.3813,-3.3204,0.4881,,-0.4285,0.6637,1.0987,-0.7289
2019-04-17,1272.2000,14.9210,116.5000,34.3867,,11.7700,32.0530,138.5200,9.2415,11757.04,137.89,-0.0314,0.2015,-2.8843,0.2234,,1.2909,0.6374,0.3623,-0.1985
2019-04-18,1271.9000,14.9370,115.2000,34.3933,,11.7900,31.8620,137.5200,9.3064,11836.76,139.01,-0.0236,0.1072,-1.1159,0.0194,,0.1699,-0.5959,-0.7219,-0.2662
2019-04-19,,,,,,,,,,,,,,,,,,,,
2019-04-22,1273.5000,14.9570,115.4700,34.1233,,11.8900,31.5000,137.8300,9.3034,11847.87,139.15,0.1258,0.1339,0.2344,-0.7850,,0.8482,-1.1361,0.2254,-0.0463
2019-04-23,1269.3000,14.7730,117.4900,34.3567,,11.8600,31.5640,139.9000,9.3573,11877.16,138.23,-0.3298,-1.2302,1.7494,0.6838,,-0.2523,0.2032,1.5018,0.2696
2019-04-24,1275.5000,14.8980,118.0000,34.5100,,11.4700,31.4330,139.2000,9.4290,12026.69,140.47,0.4885,0.8461,0.4341,0.4463,,-3.2884,-0.4150,-0.5004,-0.0638
2019-04-25,1275.8000,14.8610,118.2300,34.5067,,11.2100,31.1820,139.6500,9.5294,12157.61,141.62,0.0235,-0.2484,0.1949,-0.0097,,-2.2668,-0.7985,0.3233,-0.3003
2019-04-26,1284.9000,15.0020,119.8700,33.8433,,11.2500,31.0410,140.3900,,,,0.7133,0.9488,1.3871,-1.9223,,0.3568,-0.4522,0.5299,0.2441
2019-04-29,1278.6000,14.8440,119.6000,33.8533,,11.0700,31.2720,139.8400,9.5101,12159.58,141.17,-0.4903,-1.0532,-0.2252,0.0295,,-1.6000,0.7442,-0.3918,-0.4153
2019-04-30,1282.8000,14.9000,117.0400,34.2800,,11.0400,31.8400,141.2000,9.4933,12178.03,141.45,0.3285,0.3773,-2.1405,1.2603,,-0.2710,1.8163,0.9725,0.2028
2019-05-01,1281.4000,14.6450,118.1800,33.7867,,10.8900,31.8900,141.9500,9.5364,12219.93,139.66,-0.1091,-1.7114,0.9740,-1.4391,,-1.3587,0.1570,0.5312,-0.3978
2019-05-02,1269.7000,14.5400,118.4600,33.7167,,10.5800,31.5820,141.2800,9.5768,12159.73,139.25,-0.9131,-0.7170,0.2369,-0.2072,,-2.8467,-0.9658,-0.4720,-0.7727
2019-05-03,1279.2000,14.9070,116.9100,34.0267,,10.8900,31.5710,142.0100,,,,0.7482,2.5241,-1.3085,0.9194,,2.9301,-0.0348,0.5167,0.7800
2019-05-06,1281.7000,14.8570,116.6500,34.1533,,10.7600,31.1570,142.0900,9.5628,12256.64,142.07,0.1954,-0.3354,-0.2224,0.3722,,-1.1938,-1.3113,0.0563,-0.2180
2019-05-07,1283.5000,14.8600,114.9400,33.7667,,10.5200,30.7290,139.9700,9.5893,12307.87,142.50,0.1404,0.0202,-1.4659,-1.1321,,-2.2305,-1.3737,-1.4920,-0.8764
2019-05-08,1279.4000,14.7920,116.2500,33.4333,,10.2900,30.3390,139.7900,9.6102,12295.33,142.15,-0.3194,-0.4576,1.1397,-0.9872,,-2.1863,-1.2692,-0.1286,-0.4926
2019-05-09,1283.5000,14.7070,115.8000,33.1800,,10.3700,30.4060,138.7300,9.6503,12386.20,141.93,0.3205,-0.5746,-0.3871,-0.7577,,0.7775,0.2208,-0.7583,-0.1077
2019-05-10,1285.7000,14.7260,116.2200,33.9700,,10.3400,30.3960,139.0500,,,,0.1714,0.1292,0.3627,2.3810,,-0.2893,-0.0329,0.2307,0.4992
2019-05-13,1300.1000,14.7130,114.3700,33.2967,,10.1800,29.3380,137.2000,9.6305,12520.61,141.69,1.1200,-0.0883,-1.5918,-1.9821,,-1.5474,-3.4807,-1.3305,-0.9031
2019-05-14,1294.7000,14.7520,114.9400,33.4300,,10.1200,30.2000,136.8200,9.6061,12437.02,141.71,-0.4154,0.2651,0.4984,0.4004,,-0.5894,2.9382,-0.2770,0.2737
2019-05-15,1296.3000,14.7520,115.6200,33.2933,,10.0400,30.4370,136.9100,9.6032,12448.67,141.67,0.1236,0.0000,0.5916,-0.4088,,-0.7905,0.7848,0.0658,0.0598
2019-05-16,1285.0000,14.4790,116.7300,33.7700,,10.1900,29.7290,138.2100,9.6395,12386.76,139.57,-0.8717,-1.8506,0.9600,1.4317,,1.4940,-2.3261,0.9495,-0.0524
2019-05-17,1274.5000,14.3480,116.0100,33.6200,,10.1000,28.9890,138.6100,,,,-0.8171,-0.9048,-0.6168,-0.4442,,-0.8832,-2.4892,0.2894,-0.8321
2019-05-20,1276.1000,14.4090,116.2300,33.8400,,10.2700,27.2590,138.4200,9.6601,12327.25,139.19,0.1255,0.4252,0.1896,0.6544,,1.6832,-5.9678,-0.1371,-0.1961
2019-05-21,1272.0000,14.3730,116.5800,33.7067,,10.4000,27.5330,138.1200,,,,-0.3213,-0.2498,0.3011,-0.3940,,1.2658,1.0052,-0.2167,0.0942
2019-05-22,1273.6000,14.4140,117.9800,34.0767,,10.1700,26.9220,138.7600,9.6301,12264.96,138.81,0.1258,0.2853,1.2009,1.0977,,-2.2115,-2.2192,0.4634,0.0130
2019-05-23,1284.8000,14.5770,116.8100,33.9533,,10.2100,26.0090,139.7900,9.6101,12347.06,140.09,0.8794,1.1308,-0.9917,-0.3619,,0.3933,-3.3913,0.7423,-0.1016
2019-05-24,1283.0000,14.5200,116.7900,34.2233,,10.0300,25.5940,138.8500,,,,-0.1401,-0.3910,-0.0171,0.7952,,-1.7630,-1.5956,-0.6724,-0.3530
2019-05-27,,,,,,,,,9.5782,,,,,,,,,,,
2019-05-28,1276.5000,14.2810,115.7600,34.1400,,10.0800,25.4480,137.0700,9.5789,12227.47,136.80,-0.5066,-1.6460,-0.8819,-0.2435,,0.4985,-0.5704,-1.2820,-0.5983
2019-05-29,1280.6000,14.3720,115.4900,34.0400,,10.1000,25.4120,131.3300,9.5472,12226.16,137.21,0.3212,0.6372,-0.2332,-0.2929,,0.1984,-0.1415,-4.1876,-0.1989
